datetime,oxygen_uncorrected_umol_kg,oxygen_corrected_umol_kg
13-Oct-2019 00:01:33,251.725340838685,233.447033708851
13-Oct-2019 00:16:33,251.636429054585,233.363296403612
13-Oct-2019 00:31:33,251.532940549227,233.266041881954
13-Oct-2019 00:46:33,251.551124265779,233.281623898186
13-Oct-2019 01:01:33,251.484278632668,233.21835227191
13-Oct-2019 01:16:33,251.487500996478,233.220059737262
13-Oct-2019 01:31:33,251.46420000788,233.197170579934
13-Oct-2019 01:46:33,251.143219298249,232.898227684525
13-Oct-2019 02:01:33,251.264088988532,233.00903676763
13-Oct-2019 02:16:33,251.30600230167,233.046625048951
13-Oct-2019 02:31:33,251.349391113975,233.085581192525
13-Oct-2019 02:46:33,251.084587363102,232.838740096618
13-Oct-2019 03:01:33,250.977633521411,232.738280164127
13-Oct-2019 03:16:33,250.873510322333,232.640446227404
13-Oct-2019 03:31:33,250.706420145044,232.484223027667
13-Oct-2019 03:46:33,250.651412371252,232.431936831473
13-Oct-2019 04:01:33,250.776037114193,232.546225580426
13-Oct-2019 04:16:33,250.746847210103,232.517880534444
13-Oct-2019 04:31:33,250.785122231085,232.552095755762
13-Oct-2019 04:46:33,250.796025010549,232.560928550536
13-Oct-2019 05:01:33,250.847756254074,232.607620900166
13-Oct-2019 05:16:33,250.82793250268,232.587961138457
13-Oct-2019 05:31:33,250.783879112944,232.545834020248
13-Oct-2019 05:46:33,250.81577175987,232.574129889476
13-Oct-2019 06:01:33,250.764395193999,232.52521275359
13-Oct-2019 06:16:33,250.801245573989,232.558105507569
13-Oct-2019 06:31:33,250.722410850423,232.483728240506
13-Oct-2019 06:46:33,250.714054554547,232.474702926895
13-Oct-2019 07:01:33,250.693090285871,232.453987009339
13-Oct-2019 07:16:33,250.673827706121,232.434849188213
13-Oct-2019 07:31:33,250.607977859981,232.372514210282
13-Oct-2019 07:46:33,250.598209938614,232.362180748197
13-Oct-2019 08:01:33,250.570033990268,232.3347790029
13-Oct-2019 08:16:33,250.549416053743,232.314385482996
13-Oct-2019 08:31:33,250.578663906594,232.340228467594
13-Oct-2019 08:46:33,250.55483790293,232.3168605644
13-Oct-2019 09:01:33,250.577673192175,232.336757465344
13-Oct-2019 09:16:33,250.599679333102,232.355885347811
